date,implied_vol
2020-03-31,0.59197627
2020-04-01,0.68427066
2020-04-02,0.62540799
2020-04-03,0.60042151
2020-04-06,0.512064
2020-04-07,0.52927197
2020-04-08,0.49430043
2020-04-09,0.49853892
2020-04-13,0.54278117
2020-04-14,0.48463285
2020-04-15,0.51406419
2020-04-16,0.52908147
2020-04-17,0.51058767
2020-04-20,0.55217888
2020-04-21,0.56148134
2020-04-22,0.51830268
2020-04-23,0.47418742
2020-04-24,0.41957912
2020-04-27,0.37600359
2020-04-28,0.38514731
2020-04-29,0.3396351
2020-04-30,0.37363829
2020-05-01,0.42962768
2020-05-04,0.43273908
2020-05-05,0.39857714
2020-05-06,0.39946612
2020-05-07,0.38125806
2020-05-08,0.35909724
2020-05-11,0.37987697
2020-05-12,0.39279882
2020-05-13,0.4466769
2020-05-14,0.44085096
2020-05-15,0.42497645
2020-05-18,0.38417896
2020-05-19,0.37313031
2020-05-20,0.35241407
2020-05-21,0.35109649
2020-05-22,0.33865088
2020-05-26,0.33555535
2020-05-27,0.34058757
2020-05-28,0.34552454
2020-05-29,0.35238233
2020-06-01,0.35608109
2020-06-02,0.35223946
2020-06-03,0.35601759
2020-06-04,0.34657226
2020-06-05,0.31863312
2020-06-08,0.34500068
2020-06-09,0.35242995
2020-06-10,0.36519305
2020-06-11,0.49552276
2020-06-12,0.47342545
2020-06-15,0.47304446
2020-06-16,0.45563012
2020-06-17,0.43115163
2020-06-18,0.42051571
2020-06-19,0.40948293
2020-06-22,0.39518
2020-06-23,0.37068563
2020-06-24,0.40745099
2020-06-25,0.39787867
2020-06-26,0.41510251
2020-06-29,0.39530699
2020-06-30,0.36581216
2020-07-01,0.35298556
2020-07-02,0.33926998
2020-07-06,0.34846132
2020-07-07,0.36527243
2020-07-08,0.37273344
2020-07-09,0.38238515
2020-07-10,0.38160729
2020-07-13,0.39652933
2020-07-14,0.36160541
2020-07-15,0.33987321
2020-07-16,0.31836326
2020-07-17,0.29709141
2020-07-20,0.29405938
2020-07-21,0.29575796
2020-07-22,0.28790007
2020-07-23,0.28812232
2020-07-24,0.27969295
2020-07-27,0.26805694
2020-07-28,0.27129534
2020-07-29,0.25599231
2020-07-30,0.26943802
2020-07-31,0.26245324
2020-08-03,0.26629487
2020-08-04,0.2556907
2020-08-05,0.2531349
2020-08-06,0.25992919
2020-08-07,0.26496141
2020-08-10,0.27632756
2020-08-11,0.28083592
2020-08-12,0.2662155
2020-08-13,0.26502491
2020-08-14,0.2644058
2020-08-17,0.25694478
2020-08-18,0.25684954
2020-08-19,0.25386513
2020-08-20,0.25132521
2020-08-21,0.25159508
2020-08-24,0.24337208
2020-08-25,0.24891228
2020-08-26,0.26091341
2020-08-27,0.27502585
2020-08-28,0.26997776
2020-08-31,0.2756767
2020-09-01,0.28893192
2020-09-02,0.3015839
2020-09-03,0.32847532
2020-09-04,0.31680755
2020-09-08,0.33158672
2020-09-09,0.30228238
2020-09-10,0.29372602
2020-09-11,0.28331234
2020-09-14,0.27345427
2020-09-15,0.27213669
2020-09-16,0.27396226
2020-09-17,0.27313678
2020-09-18,0.26762833
2020-09-21,0.28455055
2020-09-22,0.28415369
2020-09-23,0.30588589
2020-09-24,0.30628275
2020-09-25,0.290186
2020-09-28,0.28355046
2020-09-29,0.28829694
2020-09-30,0.2887573
2020-10-01,0.30293323
2020-10-02,0.30825119
2020-10-05,0.30377458
2020-10-06,0.31047362
2020-10-07,0.30061556
2020-10-08,0.29058287
2020-10-09,0.28235987
2020-10-12,0.28585226
2020-10-13,0.28990026
2020-10-14,0.28628087
2020-10-15,0.29244018
2020-10-16,0.28612213
2020-10-19,0.29563096
2020-10-20,0.30109179
2020-10-21,0.30329835
2020-10-22,0.29837725
2020-10-23,0.28724922
2020-10-26,0.32217314
2020-10-27,0.32582427
2020-10-28,0.38192478
2020-10-29,0.3452388
2020-10-30,0.36905056
2020-11-02,0.36301825
2020-11-03,0.34533404
2020-11-04,0.29072574
2020-11-05,0.27423212
2020-11-06,0.25484935
2020-11-09,0.28050255
2020-11-10,0.26607263
2020-11-11,0.25442074
2020-11-12,0.27861349
2020-11-13,0.25729402
2020-11-16,0.24622949
2020-11-17,0.24492778
2020-11-18,0.24805506
2020-11-19,0.24378482
2020-11-20,0.24019718
2020-11-23,0.23014862
2020-11-24,0.23673654
2020-11-25,0.23635555
2020-11-27,0.23432361
2020-11-30,0.23907009
2020-12-01,0.23341876
2020-12-02,0.23595868
2020-12-03,0.23502209
2020-12-04,0.23546658
2020-12-07,0.23668891
2020-12-08,0.24594375
2020-12-09,0.24799156
2020-12-10,0.24888053
2020-12-11,0.26086579
2020-12-14,0.26081816
2020-12-15,0.25205544
2020-12-16,0.2475312
2020-12-17,0.24230849
2020-12-18,0.24381657
2020-12-21,0.25869098
2020-12-22,0.25181732
2020-12-23,0.25492872
2020-12-24,0.2404353
2021-12-28,0.24519765
2021-12-29,0.24918215
2021-12-30,0.23803825
2021-12-31,0.23803825
2021-01-04,0.26496141
2021-01-05,0.25842111
2021-01-06,0.25211893
2021-01-07,0.24986475
2021-01-08,0.2467851
2021-01-11,0.25665904
2021-01-12,0.24830905
2021-01-13,0.24537227
2021-01-14,0.24972188
2021-01-15,0.24062579
2021-01-19,0.23665716
2021-01-20,0.22513227
2021-01-21,0.22760869
2021-01-22,0.23030736
2021-01-25,0.25537321
2021-01-26,0.2532619
2021-01-27,0.31383902
2021-01-28,0.27734353
2021-01-29,0.30240937
2021-02-01,0.27096197
2021-02-02,0.24727721
2021-02-03,0.24095915
2021-02-04,0.2345141
2021-02-05,0.22937076
2021-02-08,0.2291009
2021-02-09,0.22613236
2021-02-10,0.23216468
2021-02-11,0.22787856
2021-02-12,0.21936982
2021-02-16,0.24165763
2021-02-17,0.23556182
2021-02-18,0.23903834
2021-02-19,0.22838654
2021-02-22,0.24451504
2021-02-23,0.2353237
2021-02-24,0.24157826
2021-02-25,0.2710096
2021-02-26,0.26127852
2021-03-01,0.24538814
2021-03-02,0.2396257
2021-03-03,0.25389688
2021-03-04,0.27339077
2021-03-05,0.24337208
2021-03-08,0.25600819
2021-03-09,0.24357845
2021-03-10,0.24543577
2021-03-11,0.24149889
2021-03-12,0.24383244
2021-03-15,0.23933996
2021-03-16,0.23826049
2021-03-17,0.23005337
2021-03-18,0.24938852
2021-03-19,0.23275203
2021-03-22,0.22362419
2021-03-23,0.23527608
2021-03-24,0.23392675
2021-03-25,0.22351307
2021-03-26,0.21830623
2021-03-29,0.2330854
2021-03-30,0.22156051
