date,implied_vol
2020-03-31,0.47625111
2020-04-01,0.57581602
2020-04-02,0.54293992
2020-04-03,0.53443118
2020-04-06,0.42048396
2020-04-07,0.42235716
2020-04-08,0.40441896
2020-04-09,0.4175948
2020-04-13,0.45567775
2020-04-14,0.41837265
2020-04-15,0.4717745
2020-04-16,0.46339276
2020-04-17,0.43405667
2020-04-20,0.4701553
2020-04-21,0.49639586
2020-04-22,0.44924857
2020-04-23,0.44104145
2020-04-24,0.39633884
2020-04-27,0.34949317
2020-04-28,0.33866675
2020-04-29,0.31941097
2020-04-30,0.34171466
2020-05-01,0.3758766
2020-05-04,0.39217972
2020-05-05,0.36482794
2020-05-06,0.36801872
2020-05-07,0.34569916
2020-05-08,0.32407808
2020-05-11,0.33196771
2020-05-12,0.35573185
2020-05-13,0.407197
2020-05-14,0.40821297
2020-05-15,0.391132
2020-05-18,0.33969859
2020-05-19,0.33420601
2020-05-20,0.3283007
2020-05-21,0.33439651
2020-05-22,0.31093399
2020-05-26,0.30167915
2020-05-27,0.2880112
2020-05-28,0.28245512
2020-05-29,0.29634531
2020-06-01,0.29798039
2020-06-02,0.29709141
2020-06-03,0.28261386
2020-06-04,0.2766133
2020-06-05,0.27153346
2020-06-08,0.27940721
2020-06-09,0.29615482
2020-06-10,0.31099748
2020-06-11,0.42227778
2020-06-12,0.43080239
2020-06-15,0.42713538
2020-06-16,0.41476914
2020-06-17,0.39867239
2020-06-18,0.38983029
2020-06-19,0.36974904
2020-06-22,0.35897025
2020-06-23,0.33665069
2020-06-24,0.38395672
2020-06-25,0.358748
2020-06-26,0.36747898
2020-06-29,0.35773203
2020-06-30,0.33287256
2020-07-01,0.30034569
2020-07-02,0.29947259
2020-07-06,0.30856868
2020-07-07,0.31458512
2020-07-08,0.32130004
2020-07-09,0.32414158
2020-07-10,0.31571221
2020-07-13,0.32606239
2020-07-14,0.31533122
2020-07-15,0.30185377
2020-07-16,0.30406032
2020-07-17,0.27637518
2020-07-20,0.2629771
2020-07-21,0.26880304
2020-07-22,0.25705591
2020-07-23,0.26780295
2020-07-24,0.26361208
2020-07-27,0.25570657
2020-07-28,0.25065848
2020-07-29,0.23892722
2020-07-30,0.2493409
2020-07-31,0.24886466
2020-08-03,0.25418262
2020-08-04,0.23686353
2020-08-05,0.24432455
2020-08-06,0.23605393
2020-08-07,0.23068835
2020-08-10,0.22964063
