date,implied_vol
2020-03-31,0.45948763
2020-04-01,0.50498397
2020-04-02,0.44564506
2020-04-03,0.46285303
2020-04-06,0.41632484
2020-04-07,0.44024773
2020-04-08,0.40232353
2020-04-09,0.40062496
2020-04-13,0.40857808
2020-04-14,0.37703544
2020-04-15,0.40487932
2020-04-16,0.39854539
2020-04-17,0.36593916
2020-04-20,0.39552924
2020-04-21,0.4111815
2020-04-22,0.36968554
2020-04-23,0.36505018
2020-04-24,0.34068281
2020-04-27,0.29818676
2020-04-28,0.28004219
2020-04-29,0.26931103
2020-04-30,0.29351965
2020-05-01,0.32104605
2020-05-04,0.30794958
2020-05-05,0.2855189
2020-05-06,0.30052031
2020-05-07,0.294488
2020-05-08,0.2678347
2020-05-11,0.26643774
2020-05-12,0.2524523
2020-05-13,0.27208906
2020-05-14,0.27943896
2020-05-15,0.27426387
2020-05-18,0.24978538
2020-05-19,0.24872179
2020-05-20,0.24402293
2020-05-21,0.24276885
2020-05-22,0.22887865
2020-05-26,0.22459254
2020-05-27,0.2257355
2020-05-28,0.22487828
2020-05-29,0.22295746
2020-06-01,0.23506971
2020-06-02,0.22722771
2020-06-03,0.2250529
2020-06-04,0.22695784
2020-06-05,0.21079759
2020-06-08,0.21057535
2020-06-09,0.23327589
2020-06-10,0.23803825
2020-06-11,0.32276049
2020-06-12,0.31842675
2020-06-15,0.31158484
2020-06-16,0.29640881
2020-06-17,0.28680473
2020-06-18,0.27578783
2020-06-19,0.26513603
2020-06-22,0.26318347
2020-06-23,0.24175288
2020-06-24,0.26665998
2020-06-25,0.27529572
2020-06-26,0.29048762
2020-06-29,0.27885161
2020-06-30,0.23729214
2020-07-01,0.22089378
2020-07-02,0.20884503
2020-07-06,0.23284728
2020-07-07,0.22259235
2020-07-08,0.22002068
2020-07-09,0.23186306
2020-07-10,0.22765632
2020-07-13,0.23564119
2020-07-14,0.23329177
2020-07-15,0.23016449
2020-07-16,0.21809986
2020-07-17,0.20870215
2020-07-20,0.21629017
2020-07-21,0.20686071
2020-07-22,0.19805036
2020-07-23,0.19903458
2020-07-24,0.20138401
2020-07-27,0.20000292
2020-07-28,0.19901871
2020-07-29,0.1909862
2020-07-30,0.18671596
2020-07-31,0.18792242
2020-08-03,0.19131957
2020-08-04,0.17873108
2020-08-05,0.18427129
2020-08-06,0.17993755
2020-08-07,0.17860409
2020-08-10,0.18466815
2020-08-11,0.19206567
2020-08-12,0.18193773
2020-08-13,0.18277908
2020-08-14,0.18474752
2020-08-17,0.18654134
2020-08-18,0.1823346
2020-08-19,0.18554125
2020-08-20,0.19068459
2020-08-21,0.19128782
2020-08-24,0.18539838
2020-08-25,0.18444591
2020-08-26,0.19838372
2020-08-27,0.20981337
2020-08-28,0.21340101
2020-08-31,0.2185761
2020-09-01,0.21979844
2020-09-02,0.22414805
2020-09-03,0.23880022
2020-09-04,0.23189481
2020-09-08,0.23529196
2020-09-09,0.21157544
2020-09-10,0.20997212
2020-09-11,0.2056225
2020-09-14,0.19439922
2020-09-15,0.18808117
2020-09-16,0.18527138
2020-09-17,0.18639847
2020-09-18,0.19866947
2020-09-21,0.21684578
2020-09-22,0.20987687
2020-09-23,0.21584568
2020-09-24,0.2169569
2020-09-25,0.20208249
2020-09-28,0.19885996
2020-09-29,0.20130463
2020-09-30,0.19733601
2020-10-01,0.2024476
2020-10-02,0.21046423
2020-10-05,0.21400424
2020-10-06,0.21467097
2020-10-07,0.2073687
2020-10-08,0.1943516
2020-10-09,0.19414523
2020-10-12,0.18898602
2020-10-13,0.19562156
2020-10-14,0.19585968
2020-10-15,0.20120939
2020-10-16,0.19722489
2020-10-19,0.19709789
2020-10-20,0.20559075
2020-10-21,0.20411442
2020-10-22,0.20003467
2020-10-23,0.19231966
2020-10-26,0.20627336
2020-10-27,0.21348038
2020-10-28,0.24811856
2020-10-29,0.22845004
2020-10-30,0.24575326
2020-11-02,0.23265679
2020-11-03,0.23522846
2020-11-04,0.21170244
2020-11-05,0.2014475
2020-11-06,0.19411348
2020-11-09,0.18406492
2020-11-10,0.18400142
2020-11-11,0.17719126
2020-11-12,0.18723982
2020-11-13,0.17152406
2020-11-16,0.1686349
2020-11-17,0.17534981
2020-11-18,0.18269971
2020-11-19,0.18739857
2020-11-20,0.17674677
2020-11-23,0.17276227
2020-11-24,0.17254003
2020-11-25,0.1660791
2020-11-27,0.17623879
2020-11-30,0.17134944
2020-12-01,0.18049315
2020-12-02,0.17795323
2020-12-03,0.18165199
2020-12-04,0.1740481
2020-12-07,0.17422272
2020-12-08,0.17577843
2020-12-09,0.17576255
2020-12-10,0.17735
2020-12-11,0.17590542
2020-12-14,0.19085921
2020-12-15,0.18027091
2020-12-16,0.1847634
2020-12-17,0.16546
2020-12-18,0.17441322
