date,implied_vol
2020-03-31,0.39476726
2020-04-01,0.42954831
2020-04-02,0.34157179
2020-04-03,0.33922236
2020-04-06,0.30198076
2020-04-07,0.32177627
2020-04-08,0.30359996
2020-04-09,0.31168009
2020-04-13,0.29690092
2020-04-14,0.28364571
2020-04-15,0.29607545
2020-04-16,0.2991551
2020-04-17,0.28037556
2020-04-20,0.3030761
2020-04-21,0.31455337
2020-04-22,0.29405938
2020-04-23,0.2751211
2020-04-24,0.24602312
2020-04-27,0.21236917
2020-04-28,0.21328989
2020-04-29,0.19512945
2020-04-30,0.20403505
2020-05-01,0.22352895
2020-05-04,0.2242433
2020-05-05,0.21000386
2020-05-06,0.21867135
2020-05-07,0.21000386
2020-05-08,0.18522376
2020-05-11,0.18622385
2020-05-12,0.1943516
2020-05-13,0.21629017
2020-05-14,0.22500527
2020-05-15,0.21579806
2020-05-18,0.1944786
2020-05-19,0.20171737
2020-05-20,0.17708014
2020-05-21,0.18184249
2020-05-22,0.17431797
2020-05-26,0.16815866
2020-05-27,0.16306294
2020-05-28,0.16360268
2020-05-29,0.15317313
2020-06-01,0.16536475
2020-06-02,0.1587927
2020-06-03,0.16153899
2020-06-04,0.16163424
2020-06-05,0.15685601
2020-06-08,0.16125325
2020-06-09,0.16877777
2020-06-10,0.17300039
2020-06-11,0.23333939
2020-06-12,0.23768901
2020-06-15,0.23116458
2020-06-16,0.21438523
2020-06-17,0.21448048
2020-06-18,0.20600349
2020-06-19,0.20303496
2020-06-22,0.19757412
2020-06-23,0.19165293
2020-06-24,0.21505196
2020-06-25,0.20451128
2020-06-26,0.22298921
2020-06-29,0.20946413
2020-06-30,0.19100208
2020-07-01,0.17922319
2020-07-02,0.17153993
2020-07-06,0.17825485
2020-07-07,0.18673184
2020-07-08,0.18489039
2020-07-09,0.19344675
2020-07-10,0.18317595
2020-07-13,0.19632004
2020-07-14,0.19008136
2020-07-15,0.19020835
2020-07-16,0.18604923
2020-07-17,0.17692139
2020-07-20,0.17079383
2020-07-21,0.17061921
2020-07-22,0.16495201
2020-07-23,0.14942674
2020-07-24,0.15015697
2020-07-27,0.15033159
2020-07-28,0.14585498
2020-07-29,0.14193397
2020-07-30,0.14496601
2020-07-31,0.14161648
2020-08-03,0.14628359
2020-08-04,0.14345793
2020-08-05,0.14180698
2020-08-06,0.14037827
2020-08-07,0.14064814
2020-08-10,0.14296582
2020-08-11,0.15099832
2020-08-12,0.14475964
